Year,Round,EventName,DriverNumber,DriverAbbr,TeamName,GridPosition,Position,Points,Status,ClassifiedLaps,TotalRaceLaps
2025,4,Bahrain Grand Prix,1,VER,Red Bull Racing,7.0,6.0,8.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,10,GAS,Alpine,4.0,7.0,6.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,31,OCO,Haas F1 Team,14.0,8.0,4.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,22,TSU,Red Bull Racing,10.0,9.0,2.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,87,BEA,Haas F1 Team,20.0,10.0,1.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,12,ANT,Mercedes,5.0,11.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,23,ALB,Williams,15.0,12.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,6,HAD,Racing Bulls,12.0,13.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,7,DOO,Alpine,11.0,14.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,14,ALO,Aston Martin,13.0,15.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,30,LAW,Racing Bulls,17.0,16.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,18,STR,Aston Martin,19.0,17.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,5,BOR,Kick Sauber,18.0,18.0,0.0,Finished,57.0,57
2025,4,Bahrain Grand Prix,55,SAI,Williams,8.0,19.0,0.0,Retired,45.0,57
2025,4,Bahrain Grand Prix,27,HUL,Kick Sauber,16.0,20.0,0.0,Disqualified,57.0,57
2025,5,Saudi Arabian Grand Prix,81,PIA,McLaren,2.0,1.0,25.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,1,VER,Red Bull Racing,1.0,2.0,18.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,16,LEC,Ferrari,4.0,3.0,15.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,4,NOR,McLaren,10.0,4.0,12.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,63,RUS,Mercedes,3.0,5.0,10.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,12,ANT,Mercedes,5.0,6.0,8.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,44,HAM,Ferrari,7.0,7.0,6.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,55,SAI,Williams,6.0,8.0,4.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,23,ALB,Williams,11.0,9.0,2.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,6,HAD,Racing Bulls,14.0,10.0,1.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,14,ALO,Aston Martin,13.0,11.0,0.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,30,LAW,Racing Bulls,12.0,12.0,0.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,87,BEA,Haas F1 Team,15.0,13.0,0.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,31,OCO,Haas F1 Team,19.0,14.0,0.0,Finished,50.0,50
2025,5,Saudi Arabian Grand Prix,27,HUL,Kick Sauber,18.0,15.0,0.0,Lapped,49.0,50
2025,5,Saudi Arabian Grand Prix,18,STR,Aston Martin,16.0,16.0,0.0,Lapped,49.0,50
2025,5,Saudi Arabian Grand Prix,7,DOO,Alpine,17.0,17.0,0.0,Lapped,49.0,50
2025,5,Saudi Arabian Grand Prix,5,BOR,Kick Sauber,20.0,18.0,0.0,Lapped,49.0,50
2025,5,Saudi Arabian Grand Prix,22,TSU,Red Bull Racing,8.0,19.0,0.0,Retired,1.0,50
2025,5,Saudi Arabian Grand Prix,10,GAS,Alpine,9.0,20.0,0.0,Retired,1.0,50
2025,6,Miami Grand Prix,81,PIA,McLaren,4.0,1.0,25.0,Finished,57.0,57
2025,6,Miami Grand Prix,4,NOR,McLaren,2.0,2.0,18.0,Finished,57.0,57
2025,6,Miami Grand Prix,63,RUS,Mercedes,5.0,3.0,15.0,Finished,57.0,57
2025,6,Miami Grand Prix,1,VER,Red Bull Racing,1.0,4.0,12.0,Finished,57.0,57
2025,6,Miami Grand Prix,23,ALB,Williams,7.0,5.0,10.0,Finished,57.0,57
2025,6,Miami Grand Prix,12,ANT,Mercedes,3.0,6.0,8.0,Finished,57.0,57
2025,6,Miami Grand Prix,16,LEC,Ferrari,8.0,7.0,6.0,Finished,57.0,57
2025,6,Miami Grand Prix,44,HAM,Ferrari,12.0,8.0,4.0,Finished,57.0,57
2025,6,Miami Grand Prix,55,SAI,Williams,6.0,9.0,2.0,Finished,57.0,57
2025,6,Miami Grand Prix,22,TSU,Red Bull Racing,10.0,10.0,1.0,Finished,57.0,57
2025,6,Miami Grand Prix,6,HAD,Racing Bulls,11.0,11.0,0.0,Finished,57.0,57
2025,6,Miami Grand Prix,31,OCO,Haas F1 Team,9.0,12.0,0.0,Finished,57.0,57
2025,6,Miami Grand Prix,10,GAS,Alpine,20.0,13.0,0.0,Finished,57.0,57
2025,6,Miami Grand Prix,27,HUL,Kick Sauber,16.0,14.0,0.0,Lapped,56.0,57
2025,6,Miami Grand Prix,14,ALO,Aston Martin,17.0,15.0,0.0,Lapped,56.0,57
2025,6,Miami Grand Prix,18,STR,Aston Martin,18.0,16.0,0.0,Lapped,56.0,57
2025,6,Miami Grand Prix,30,LAW,Racing Bulls,15.0,17.0,0.0,Retired,36.0,57
2025,6,Miami Grand Prix,5,BOR,Kick Sauber,13.0,18.0,0.0,Retired,31.0,57
2025,6,Miami Grand Prix,87,BEA,Haas F1 Team,19.0,19.0,0.0,Retired,28.0,57
2025,6,Miami Grand Prix,7,DOO,Alpine,14.0,20.0,0.0,Retired,1.0,57
2025,7,Emilia Romagna Grand Prix,1,VER,Red Bull Racing,2.0,1.0,25.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,4,NOR,McLaren,4.0,2.0,18.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,81,PIA,McLaren,1.0,3.0,15.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,44,HAM,Ferrari,12.0,4.0,12.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,23,ALB,Williams,7.0,5.0,10.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,16,LEC,Ferrari,11.0,6.0,8.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,63,RUS,Mercedes,3.0,7.0,6.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,55,SAI,Williams,6.0,8.0,4.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,6,HAD,Racing Bulls,9.0,9.0,2.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,22,TSU,Red Bull Racing,20.0,10.0,1.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,14,ALO,Aston Martin,5.0,11.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,27,HUL,Kick Sauber,17.0,12.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,10,GAS,Alpine,10.0,13.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,30,LAW,Racing Bulls,15.0,14.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,18,STR,Aston Martin,8.0,15.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,43,COL,Alpine,16.0,16.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,87,BEA,Haas F1 Team,19.0,17.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,5,BOR,Kick Sauber,14.0,18.0,0.0,Finished,63.0,63
2025,7,Emilia Romagna Grand Prix,12,ANT,Mercedes,13.0,19.0,0.0,Retired,45.0,63
2025,7,Emilia Romagna Grand Prix,31,OCO,Haas F1 Team,18.0,20.0,0.0,Retired,28.0,63
2025,8,Monaco Grand Prix,4,NOR,McLaren,1.0,1.0,25.0,Finished,78.0,78
2025,8,Monaco Grand Prix,16,LEC,Ferrari,2.0,2.0,18.0,Finished,78.0,78
2025,8,Monaco Grand Prix,81,PIA,McLaren,3.0,3.0,15.0,Finished,78.0,78
2025,8,Monaco Grand Prix,1,VER,Red Bull Racing,4.0,4.0,12.0,Finished,78.0,78
2025,8,Monaco Grand Prix,44,HAM,Ferrari,7.0,5.0,10.0,Finished,78.0,78
2025,8,Monaco Grand Prix,6,HAD,Racing Bulls,5.0,6.0,8.0,Lapped,77.0,78
2025,8,Monaco Grand Prix,31,OCO,Haas F1 Team,8.0,7.0,6.0,Lapped,77.0,78
2025,8,Monaco Grand Prix,30,LAW,Racing Bulls,9.0,8.0,4.0,Lapped,77.0,78
2025,8,Monaco Grand Prix,23,ALB,Williams,10.0,9.0,2.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,55,SAI,Williams,11.0,10.0,1.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,63,RUS,Mercedes,14.0,11.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,87,BEA,Haas F1 Team,20.0,12.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,43,COL,Alpine,18.0,13.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,5,BOR,Kick Sauber,16.0,14.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,18,STR,Aston Martin,19.0,15.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,27,HUL,Kick Sauber,13.0,16.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,22,TSU,Red Bull Racing,12.0,17.0,0.0,Lapped,76.0,78
2025,8,Monaco Grand Prix,12,ANT,Mercedes,15.0,18.0,0.0,Lapped,75.0,78
2025,8,Monaco Grand Prix,14,ALO,Aston Martin,6.0,19.0,0.0,Retired,37.0,78
2025,8,Monaco Grand Prix,10,GAS,Alpine,17.0,20.0,0.0,Retired,8.0,78
2025,9,Spanish Grand Prix,81,PIA,McLaren,1.0,1.0,25.0,Finished,66.0,66
2025,9,Spanish Grand Prix,4,NOR,McLaren,2.0,2.0,18.0,Finished,66.0,66
2025,9,Spanish Grand Prix,16,LEC,Ferrari,7.0,3.0,15.0,Finished,66.0,66
2025,9,Spanish Grand Prix,63,RUS,Mercedes,4.0,4.0,12.0,Finished,66.0,66
2025,9,Spanish Grand Prix,27,HUL,Kick Sauber,15.0,5.0,10.0,Finished,66.0,66
2025,9,Spanish Grand Prix,44,HAM,Ferrari,5.0,6.0,8.0,Finished,66.0,66
2025,9,Spanish Grand Prix,6,HAD,Racing Bulls,9.0,7.0,6.0,Finished,66.0,66
2025,9,Spanish Grand Prix,10,GAS,Alpine,8.0,8.0,4.0,Finished,66.0,66
2025,9,Spanish Grand Prix,14,ALO,Aston Martin,10.0,9.0,2.0,Finished,66.0,66
2025,9,Spanish Grand Prix,1,VER,Red Bull Racing,3.0,10.0,1.0,Finished,66.0,66
2025,9,Spanish Grand Prix,30,LAW,Racing Bulls,13.0,11.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,5,BOR,Kick Sauber,12.0,12.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,22,TSU,Red Bull Racing,19.0,13.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,55,SAI,Williams,17.0,14.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,43,COL,Alpine,18.0,15.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,31,OCO,Haas F1 Team,16.0,16.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,87,BEA,Haas F1 Team,14.0,17.0,0.0,Finished,66.0,66
2025,9,Spanish Grand Prix,12,ANT,Mercedes,6.0,18.0,0.0,Retired,54.0,66
2025,9,Spanish Grand Prix,23,ALB,Williams,11.0,19.0,0.0,Retired,27.0,66
2025,10,Canadian Grand Prix,63,RUS,Mercedes,1.0,1.0,25.0,Finished,70.0,70
2025,10,Canadian Grand Prix,1,VER,Red Bull Racing,2.0,2.0,18.0,Finished,70.0,70
2025,10,Canadian Grand Prix,12,ANT,Mercedes,4.0,3.0,15.0,Finished,70.0,70
2025,10,Canadian Grand Prix,81,PIA,McLaren,3.0,4.0,12.0,Finished,70.0,70
2025,10,Canadian Grand Prix,16,LEC,Ferrari,8.0,5.0,10.0,Finished,70.0,70
2025,10,Canadian Grand Prix,44,HAM,Ferrari,5.0,6.0,8.0,Finished,70.0,70
2025,10,Canadian Grand Prix,14,ALO,Aston Martin,6.0,7.0,6.0,Finished,70.0,70
2025,10,Canadian Grand Prix,27,HUL,Kick Sauber,11.0,8.0,4.0,Finished,70.0,70
2025,10,Canadian Grand Prix,31,OCO,Haas F1 Team,14.0,9.0,2.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,55,SAI,Williams,16.0,10.0,1.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,87,BEA,Haas F1 Team,13.0,11.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,22,TSU,Red Bull Racing,18.0,12.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,43,COL,Alpine,10.0,13.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,5,BOR,Kick Sauber,15.0,14.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,10,GAS,Alpine,20.0,15.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,6,HAD,Racing Bulls,12.0,16.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,18,STR,Aston Martin,17.0,17.0,0.0,Lapped,69.0,70
2025,10,Canadian Grand Prix,4,NOR,McLaren,7.0,18.0,0.0,Retired,67.0,70
2025,10,Canadian Grand Prix,30,LAW,Racing Bulls,19.0,19.0,0.0,Retired,54.0,70
2025,10,Canadian Grand Prix,23,ALB,Williams,9.0,20.0,0.0,Retired,47.0,70
2025,11,Austrian Grand Prix,4,NOR,McLaren,1.0,1.0,25.0,Finished,70.0,70
2025,11,Austrian Grand Prix,81,PIA,McLaren,3.0,2.0,18.0,Finished,70.0,70
2025,11,Austrian Grand Prix,16,LEC,Ferrari,2.0,3.0,15.0,Finished,70.0,70
2025,11,Austrian Grand Prix,44,HAM,Ferrari,4.0,4.0,12.0,Finished,70.0,70
2025,11,Austrian Grand Prix,63,RUS,Mercedes,5.0,5.0,10.0,Finished,70.0,70
2025,11,Austrian Grand Prix,30,LAW,Racing Bulls,6.0,6.0,8.0,Finished,70.0,70
2025,11,Austrian Grand Prix,14,ALO,Aston Martin,11.0,7.0,6.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,5,BOR,Kick Sauber,8.0,8.0,4.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,27,HUL,Kick Sauber,20.0,9.0,2.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,31,OCO,Haas F1 Team,17.0,10.0,1.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,87,BEA,Haas F1 Team,15.0,11.0,0.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,6,HAD,Racing Bulls,13.0,12.0,0.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,10,GAS,Alpine,10.0,13.0,0.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,18,STR,Aston Martin,16.0,14.0,0.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,43,COL,Alpine,14.0,15.0,0.0,Lapped,69.0,70
2025,11,Austrian Grand Prix,22,TSU,Red Bull Racing,18.0,16.0,0.0,Lapped,68.0,70
2025,11,Austrian Grand Prix,23,ALB,Williams,12.0,17.0,0.0,Retired,15.0,70
2025,11,Austrian Grand Prix,1,VER,Red Bull Racing,7.0,18.0,0.0,Retired,1.0,70
2025,11,Austrian Grand Prix,12,ANT,Mercedes,9.0,19.0,0.0,Retired,1.0,70
2025,11,Austrian Grand Prix,55,SAI,Williams,19.0,20.0,0.0,Did not start,1.0,70
2025,12,British Grand Prix,4,NOR,McLaren,3.0,1.0,25.0,Finished,52.0,52
2025,12,British Grand Prix,81,PIA,McLaren,2.0,2.0,18.0,Finished,52.0,52
2025,12,British Grand Prix,27,HUL,Kick Sauber,19.0,3.0,15.0,Finished,52.0,52
2025,12,British Grand Prix,44,HAM,Ferrari,5.0,4.0,12.0,Finished,52.0,52
2025,12,British Grand Prix,1,VER,Red Bull Racing,1.0,5.0,10.0,Finished,52.0,52
2025,12,British Grand Prix,10,GAS,Alpine,8.0,6.0,8.0,Finished,52.0,52
2025,12,British Grand Prix,18,STR,Aston Martin,17.0,7.0,6.0,Finished,52.0,52
2025,12,British Grand Prix,23,ALB,Williams,13.0,8.0,4.0,Finished,52.0,52
2025,12,British Grand Prix,14,ALO,Aston Martin,7.0,9.0,2.0,Finished,52.0,52
2025,12,British Grand Prix,63,RUS,Mercedes,4.0,10.0,1.0,Finished,52.0,52
2025,12,British Grand Prix,87,BEA,Haas F1 Team,18.0,11.0,0.0,Finished,52.0,52
2025,12,British Grand Prix,55,SAI,Williams,9.0,12.0,0.0,Finished,52.0,52
2025,12,British Grand Prix,31,OCO,Haas F1 Team,14.0,13.0,0.0,Finished,52.0,52
2025,12,British Grand Prix,16,LEC,Ferrari,6.0,14.0,0.0,Finished,52.0,52
2025,12,British Grand Prix,22,TSU,Red Bull Racing,11.0,15.0,0.0,Lapped,51.0,52
2025,12,British Grand Prix,12,ANT,Mercedes,10.0,16.0,0.0,Retired,23.0,52
2025,12,British Grand Prix,6,HAD,Racing Bulls,12.0,17.0,0.0,Retired,18.0,52
2025,12,British Grand Prix,5,BOR,Kick Sauber,16.0,18.0,0.0,Retired,4.0,52
2025,12,British Grand Prix,30,LAW,Racing Bulls,15.0,19.0,0.0,Retired,1.0,52
2025,12,British Grand Prix,43,COL,Alpine,20.0,20.0,0.0,Did not start,1.0,52
2025,13,Belgian Grand Prix,81,PIA,McLaren,2.0,1.0,25.0,Finished,44.0,44
2025,13,Belgian Grand Prix,4,NOR,McLaren,1.0,2.0,18.0,Finished,44.0,44
2025,13,Belgian Grand Prix,16,LEC,Ferrari,3.0,3.0,15.0,Finished,44.0,44
2025,13,Belgian Grand Prix,1,VER,Red Bull Racing,4.0,4.0,12.0,Finished,44.0,44
2025,13,Belgian Grand Prix,63,RUS,Mercedes,6.0,5.0,10.0,Finished,44.0,44
2025,13,Belgian Grand Prix,23,ALB,Williams,5.0,6.0,8.0,Finished,44.0,44
2025,13,Belgian Grand Prix,44,HAM,Ferrari,18.0,7.0,6.0,Finished,44.0,44
2025,13,Belgian Grand Prix,30,LAW,Racing Bulls,9.0,8.0,4.0,Finished,44.0,44
2025,13,Belgian Grand Prix,5,BOR,Kick Sauber,10.0,9.0,2.0,Finished,44.0,44
2025,13,Belgian Grand Prix,10,GAS,Alpine,13.0,10.0,1.0,Finished,44.0,44
2025,13,Belgian Grand Prix,87,BEA,Haas F1 Team,12.0,11.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,27,HUL,Kick Sauber,14.0,12.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,22,TSU,Red Bull Racing,7.0,13.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,18,STR,Aston Martin,16.0,14.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,31,OCO,Haas F1 Team,11.0,15.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,12,ANT,Mercedes,19.0,16.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,14,ALO,Aston Martin,20.0,17.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,55,SAI,Williams,17.0,18.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,43,COL,Alpine,15.0,19.0,0.0,Finished,44.0,44
2025,13,Belgian Grand Prix,6,HAD,Racing Bulls,8.0,20.0,0.0,Lapped,43.0,44
2025,14,Hungarian Grand Prix,4,NOR,McLaren,3.0,1.0,25.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,81,PIA,McLaren,2.0,2.0,18.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,63,RUS,Mercedes,4.0,3.0,15.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,16,LEC,Ferrari,1.0,4.0,12.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,14,ALO,Aston Martin,5.0,5.0,10.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,5,BOR,Kick Sauber,7.0,6.0,8.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,18,STR,Aston Martin,6.0,7.0,6.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,30,LAW,Racing Bulls,9.0,8.0,4.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,1,VER,Red Bull Racing,8.0,9.0,2.0,Finished,70.0,70
2025,14,Hungarian Grand Prix,12,ANT,Mercedes,15.0,10.0,1.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,6,HAD,Racing Bulls,10.0,11.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,44,HAM,Ferrari,12.0,12.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,27,HUL,Kick Sauber,18.0,13.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,55,SAI,Williams,13.0,14.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,23,ALB,Williams,19.0,15.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,31,OCO,Haas F1 Team,17.0,16.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,22,TSU,Red Bull Racing,20.0,17.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,43,COL,Alpine,14.0,18.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,10,GAS,Alpine,16.0,19.0,0.0,Lapped,69.0,70
2025,14,Hungarian Grand Prix,87,BEA,Haas F1 Team,11.0,20.0,0.0,Retired,48.0,70
2025,15,Dutch Grand Prix,81,PIA,McLaren,1.0,1.0,25.0,Finished,72.0,72
2025,15,Dutch Grand Prix,1,VER,Red Bull Racing,3.0,2.0,18.0,Finished,72.0,72
2025,15,Dutch Grand Prix,6,HAD,Racing Bulls,4.0,3.0,15.0,Finished,72.0,72
2025,15,Dutch Grand Prix,63,RUS,Mercedes,5.0,4.0,12.0,Finished,72.0,72
2025,15,Dutch Grand Prix,23,ALB,Williams,15.0,5.0,10.0,Finished,72.0,72
2025,15,Dutch Grand Prix,87,BEA,Haas F1 Team,20.0,6.0,8.0,Finished,72.0,72
2025,15,Dutch Grand Prix,18,STR,Aston Martin,19.0,7.0,6.0,Finished,72.0,72
2025,15,Dutch Grand Prix,14,ALO,Aston Martin,10.0,8.0,4.0,Finished,72.0,72
2025,15,Dutch Grand Prix,22,TSU,Red Bull Racing,12.0,9.0,2.0,Finished,72.0,72
2025,15,Dutch Grand Prix,31,OCO,Haas F1 Team,18.0,10.0,1.0,Finished,72.0,72
2025,15,Dutch Grand Prix,43,COL,Alpine,16.0,11.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,30,LAW,Racing Bulls,8.0,12.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,55,SAI,Williams,9.0,13.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,27,HUL,Kick Sauber,17.0,14.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,5,BOR,Kick Sauber,13.0,15.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,12,ANT,Mercedes,11.0,16.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,10,GAS,Alpine,14.0,17.0,0.0,Finished,72.0,72
2025,15,Dutch Grand Prix,4,NOR,McLaren,2.0,18.0,0.0,Retired,65.0,72
2025,15,Dutch Grand Prix,16,LEC,Ferrari,6.0,19.0,0.0,Retired,52.0,72
2025,15,Dutch Grand Prix,44,HAM,Ferrari,7.0,20.0,0.0,Retired,23.0,72
2025,16,Italian Grand Prix,1,VER,Red Bull Racing,1.0,1.0,25.0,Finished,53.0,53
2025,16,Italian Grand Prix,4,NOR,McLaren,2.0,2.0,18.0,Finished,53.0,53
2025,16,Italian Grand Prix,81,PIA,McLaren,3.0,3.0,15.0,Finished,53.0,53
2025,16,Italian Grand Prix,16,LEC,Ferrari,4.0,4.0,12.0,Finished,53.0,53
2025,16,Italian Grand Prix,63,RUS,Mercedes,5.0,5.0,10.0,Finished,53.0,53
2025,16,Italian Grand Prix,44,HAM,Ferrari,10.0,6.0,8.0,Finished,53.0,53
2025,16,Italian Grand Prix,23,ALB,Williams,14.0,7.0,6.0,Finished,53.0,53
2025,16,Italian Grand Prix,5,BOR,Kick Sauber,7.0,8.0,4.0,Finished,53.0,53
2025,16,Italian Grand Prix,12,ANT,Mercedes,6.0,9.0,2.0,Finished,53.0,53
2025,16,Italian Grand Prix,6,HAD,Racing Bulls,19.0,10.0,1.0,Finished,53.0,53
2025,16,Italian Grand Prix,55,SAI,Williams,13.0,11.0,0.0,Finished,53.0,53
2025,16,Italian Grand Prix,87,BEA,Haas F1 Team,11.0,12.0,0.0,Finished,53.0,53
2025,16,Italian Grand Prix,22,TSU,Red Bull Racing,9.0,13.0,0.0,Finished,53.0,53
2025,16,Italian Grand Prix,30,LAW,Racing Bulls,18.0,14.0,0.0,Finished,53.0,53
2025,16,Italian Grand Prix,31,OCO,Haas F1 Team,15.0,15.0,0.0,Lapped,52.0,53
2025,16,Italian Grand Prix,10,GAS,Alpine,20.0,16.0,0.0,Lapped,52.0,53
2025,16,Italian Grand Prix,43,COL,Alpine,17.0,17.0,0.0,Lapped,52.0,53
2025,16,Italian Grand Prix,18,STR,Aston Martin,16.0,18.0,0.0,Lapped,52.0,53
2025,16,Italian Grand Prix,14,ALO,Aston Martin,8.0,19.0,0.0,Retired,24.0,53
2025,16,Italian Grand Prix,27,HUL,Kick Sauber,12.0,20.0,0.0,Did not start,1.0,53
2025,17,Azerbaijan Grand Prix,1,VER,Red Bull Racing,1.0,1.0,25.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,63,RUS,Mercedes,5.0,2.0,18.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,55,SAI,Williams,2.0,3.0,15.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,12,ANT,Mercedes,4.0,4.0,12.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,30,LAW,Racing Bulls,3.0,5.0,10.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,22,TSU,Red Bull Racing,6.0,6.0,8.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,4,NOR,McLaren,7.0,7.0,6.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,44,HAM,Ferrari,12.0,8.0,4.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,16,LEC,Ferrari,10.0,9.0,2.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,6,HAD,Racing Bulls,8.0,10.0,1.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,5,BOR,Kick Sauber,13.0,11.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,87,BEA,Haas F1 Team,15.0,12.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,23,ALB,Williams,19.0,13.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,31,OCO,Haas F1 Team,20.0,14.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,14,ALO,Aston Martin,11.0,15.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,27,HUL,Kick Sauber,17.0,16.0,0.0,Finished,51.0,51
2025,17,Azerbaijan Grand Prix,18,STR,Aston Martin,14.0,17.0,0.0,Finished,51.0,51
